Edge		Weight
372 - 122		11
372 - 123		12
372 - 124		14
372 - 125		12
372 - 126		12
372 - 127		12
372 - 128		12
372 - 129		12
372 - 130		12
372 - 131		11
372 - 132		12
372 - 133		12
372 - 134		12
372 - 135		12
372 - 136		12
372 - 137		12
372 - 138		12
372 - 139		12
372 - 140		12
372 - 141		12
372 - 142		12
372 - 143		12
372 - 144		12
372 - 145		14
372 - 146		14
372 - 147		12
372 - 148		12
372 - 149		12
372 - 150		12
372 - 151		12
372 - 152		12
372 - 153		12
372 - 154		12
372 - 155		12
372 - 156		12
372 - 157		12
372 - 158		12
372 - 159		12
372 - 160		14
372 - 161		12
372 - 162		12
372 - 163		12
372 - 164		12
372 - 165		12
372 - 166		12
372 - 167		12
372 - 168		12
372 - 169		12
372 - 170		12
372 - 171		12
372 - 172		12
372 - 173		12
372 - 174		12
372 - 175		12
372 - 176		12
372 - 177		12
372 - 178		12
372 - 179		12
372 - 180		12
372 - 181		12
372 - 182		12
372 - 183		12
372 - 184		12
372 - 185		12
372 - 186		12
372 - 187		12
372 - 188		12
372 - 189		12
372 - 190		12
372 - 191		12
372 - 192		12
372 - 193		12
372 - 194		12
372 - 195		12
372 - 196		12
372 - 197		12
372 - 198		12
372 - 199		12
372 - 200		10
372 - 201		12
372 - 202		12
372 - 203		12
372 - 204		12
372 - 205		12
372 - 206		12
372 - 207		12
372 - 208		12
372 - 209		12
372 - 210		12
372 - 211		12
372 - 212		12
372 - 213		12
372 - 214		12
372 - 215		12
372 - 216		12
372 - 217		12
372 - 218		12
372 - 219		12
372 - 220		12
372 - 221		12
372 - 222		12
372 - 223		12
372 - 224		12
372 - 225		12
372 - 226		12
372 - 227		12
372 - 228		12
372 - 229		12
372 - 230		12
372 - 231		12
372 - 232		12
372 - 233		12
372 - 234		12
372 - 235		12
372 - 236		12
372 - 237		12
372 - 238		10
372 - 239		12
372 - 240		12
372 - 241		12
372 - 242		12
372 - 243		12
372 - 244		12
372 - 245		12
372 - 246		12
372 - 247		12
372 - 248		12
372 - 249		12
372 - 250		10
372 - 251		12
372 - 252		12
372 - 253		12
372 - 254		12
372 - 255		12
372 - 256		10
372 - 257		12
372 - 258		12
372 - 259		12
372 - 260		12
372 - 261		12
372 - 262		12
372 - 263		12
372 - 264		12
372 - 265		12
372 - 266		12
372 - 267		12
372 - 268		12
372 - 269		12
372 - 270		12
372 - 271		11
372 - 272		11
372 - 273		11
372 - 274		9
372 - 275		12
372 - 276		12
372 - 277		11
372 - 278		11
372 - 279		10
372 - 280		12
372 - 281		12
372 - 282		10
372 - 283		10
372 - 284		8
372 - 285		12
372 - 286		12
372 - 287		12
372 - 288		10
372 - 289		10
372 - 290		9
372 - 291		11
372 - 292		11
372 - 293		11
372 - 294		9
372 - 295		11
372 - 296		10
372 - 297		9
372 - 298		8
372 - 299		12
372 - 300		13
372 - 301		12
372 - 302		11
372 - 303		7
372 - 304		10
372 - 305		10
372 - 306		12
372 - 307		13
372 - 308		13
372 - 309		13
372 - 310		10
372 - 311		14
372 - 312		13
372 - 313		14
372 - 314		6
372 - 315		8
372 - 316		10
372 - 317		10
372 - 318		12
372 - 319		14
372 - 320		14
372 - 321		14
372 - 322		12
372 - 323		10
372 - 324		8
372 - 325		6
372 - 326		4
372 - 327		6
372 - 328		6
372 - 329		8
372 - 330		8
372 - 331		10
372 - 332		10
372 - 333		12
372 - 334		12
372 - 335		14
372 - 336		14
372 - 337		14
372 - 338		14
372 - 339		14
372 - 340		14
372 - 341		14
372 - 342		12
372 - 343		8
372 - 344		4
372 - 345		6
372 - 346		12
372 - 347		14
372 - 348		14
372 - 349		14
372 - 350		14
372 - 351		14
372 - 352		12
372 - 353		10
372 - 354		6
372 - 355		2
372 - 356		2
372 - 357		4
372 - 358		8
372 - 359		12
372 - 360		14
372 - 361		14
372 - 362		14
372 - 363		14
372 - 364		14
372 - 365		14
372 - 366		14
372 - 367		14
372 - 368		14
372 - 369		14
372 - 370		8
372 - 371		4
372 - 373		6
373 - 0		7
373 - 1		14
373 - 2		14
373 - 3		4
373 - 4		10
373 - 5		14
373 - 6		14
373 - 7		14
373 - 8		14
373 - 9		10
373 - 10		8
373 - 11		4
373 - 12		8
373 - 13		14
373 - 14		10
373 - 15		10
373 - 16		10
373 - 17		14
373 - 18		14
373 - 19		14
373 - 20		12
373 - 21		6
373 - 22		4
373 - 23		6
373 - 24		10
373 - 25		12
373 - 26		12
373 - 27		10
373 - 28		10
373 - 29		12
373 - 30		14
373 - 31		12
373 - 32		6
373 - 33		12
373 - 34		12
373 - 35		14
373 - 36		14
373 - 37		12
373 - 38		10
373 - 39		6
373 - 40		8
373 - 41		8
373 - 42		14
373 - 43		12
373 - 44		10
373 - 45		12
373 - 46		14
373 - 47		14
373 - 48		12
373 - 49		10
373 - 50		8
373 - 51		8
373 - 52		10
373 - 53		12
373 - 54		14
373 - 55		12
373 - 56		10
373 - 57		10
373 - 58		14
373 - 59		14
373 - 60		12
373 - 61		12
373 - 62		10
373 - 63		8
373 - 64		10
373 - 65		8
373 - 66		10
373 - 67		10
373 - 68		10
373 - 69		12
373 - 70		12
373 - 71		14
373 - 72		12
373 - 73		12
373 - 74		10
373 - 75		10
373 - 76		13
373 - 77		12
373 - 78		10
373 - 79		10
373 - 80		10
373 - 81		10
373 - 82		12
373 - 83		14
373 - 84		12
373 - 85		9
373 - 86		11
373 - 87		11
373 - 88		9
373 - 89		12
373 - 90		10
373 - 91		12
373 - 92		12
373 - 93		14
373 - 94		13
373 - 95		11
373 - 96		11
373 - 97		10
373 - 98		10
373 - 99		11
373 - 100		13
373 - 101		9
373 - 102		10
373 - 103		11
373 - 104		12
373 - 105		11
373 - 106		12
373 - 107		9
373 - 108		10
373 - 109		12
373 - 110		12
373 - 111		10
373 - 112		10
373 - 113		11
373 - 114		12
373 - 115		12
373 - 116		13
373 - 117		10
373 - 118		11
373 - 119		12
373 - 120		12
373 - 121		11
373 - 122		11
373 - 123		12
373 - 124		12
373 - 125		12
373 - 126		12
373 - 127		12
373 - 128		12
373 - 129		12
373 - 130		14
373 - 131		11
373 - 132		12
373 - 133		12
373 - 134		12
373 - 135		12
373 - 136		12
373 - 137		12
373 - 138		12
373 - 139		12
373 - 140		12
373 - 141		12
373 - 142		12
373 - 143		12
373 - 144		12
373 - 145		12
373 - 146		12
373 - 147		12
373 - 148		12
373 - 149		12
373 - 150		12
373 - 151		12
373 - 152		12
373 - 153		12
373 - 154		12
373 - 155		14
373 - 156		14
373 - 157		12
373 - 158		12
373 - 159		12
373 - 160		12
373 - 161		12
373 - 162		12
373 - 163		12
373 - 164		12
373 - 165		12
373 - 166		12
373 - 167		12
373 - 168		12
373 - 169		14
373 - 170		12
373 - 171		12
373 - 172		12
373 - 173		12
373 - 174		12
373 - 175		12
373 - 176		12
373 - 177		12
373 - 178		12
373 - 179		12
373 - 180		12
373 - 181		12
373 - 182		12
373 - 183		12
373 - 184		12
373 - 185		12
373 - 186		12
373 - 187		12
373 - 188		12
373 - 189		12
373 - 190		12
373 - 191		12
373 - 192		12
373 - 193		12
373 - 194		12
373 - 195		12
373 - 196		12
373 - 197		12
373 - 198		12
373 - 199		12
373 - 200		12
373 - 201		12
373 - 202		12
373 - 203		12
373 - 204		12
373 - 205		12
373 - 206		12
373 - 207		12
373 - 208		12
373 - 209		12
373 - 210		12
373 - 211		12
373 - 212		10
373 - 213		12
373 - 214		12
373 - 215		12
373 - 216		12
373 - 217		12
373 - 218		12
373 - 219		12
373 - 220		12
373 - 221		12
373 - 222		12
373 - 223		12
373 - 224		12
373 - 225		12
373 - 226		12
373 - 227		12
373 - 228		12
373 - 229		12
373 - 230		12
373 - 231		12
373 - 232		12
373 - 233		12
373 - 234		12
373 - 235		12
373 - 236		12
373 - 237		12
373 - 238		12
373 - 239		12
373 - 240		12
373 - 241		12
373 - 242		12
373 - 243		12
373 - 244		12
373 - 245		12
373 - 246		12
373 - 247		10
373 - 248		12
373 - 249		12
373 - 250		12
373 - 251		12
373 - 252		12
373 - 253		10
373 - 254		12
373 - 255		12
373 - 256		12
373 - 257		12
373 - 258		12
373 - 259		12
373 - 260		12
373 - 261		12
373 - 262		12
373 - 263		12
373 - 264		12
373 - 265		12
373 - 266		12
373 - 267		12
373 - 268		10
373 - 269		12
373 - 270		12
373 - 271		11
373 - 272		11
373 - 273		11
373 - 274		11
373 - 275		12
373 - 276		12
373 - 277		11
373 - 278		11
373 - 279		10
373 - 280		12
373 - 281		10
373 - 282		10
373 - 283		10
373 - 284		10
373 - 285		12
373 - 286		12
373 - 287		10
373 - 288		10
373 - 289		10
373 - 290		9
373 - 291		11
373 - 292		9
373 - 293		11
373 - 294		11
373 - 295		11
373 - 296		10
373 - 297		11
373 - 298		12
373 - 299		12
373 - 300		13
373 - 301		12
373 - 302		11
373 - 303		9
373 - 304		10
373 - 305		10
373 - 306		10
373 - 307		13
373 - 308		13
373 - 309		13
373 - 310		12
373 - 311		14
373 - 312		13
373 - 313		14
373 - 314		10
373 - 315		10
373 - 316		8
373 - 317		6
373 - 318		10
373 - 319		14
373 - 320		14
373 - 321		14
373 - 322		14
373 - 323		12
373 - 324		12
373 - 325		10
373 - 326		10
373 - 327		8
373 - 328		8
373 - 329		6
373 - 330		6
373 - 331		4
373 - 332		6
373 - 333		8
373 - 334		10
373 - 335		12
373 - 336		14
373 - 337		14
373 - 338		14
373 - 339		14
373 - 340		14
373 - 341		14
373 - 342		14
373 - 343		12
373 - 344		6
373 - 345		4
373 - 346		8
373 - 347		12
373 - 348		14
373 - 349		14
373 - 350		14
373 - 351		14
373 - 352		14
373 - 353		14
373 - 354		12
373 - 355		8
373 - 356		4
373 - 357		2
373 - 358		2
373 - 359		6
373 - 360		10
373 - 361		12
373 - 362		14
373 - 363		14
373 - 364		14
373 - 365		14
373 - 366		14
373 - 367		14
373 - 368		14
373 - 369		14
373 - 370		14
373 - 371		10
373 - 372		6
373 - 374		4
374 - 0		7
374 - 1		14
374 - 2		12
374 - 3		4
374 - 4		12
374 - 5		14
374 - 6		12
374 - 7		12
374 - 8		12
374 - 9		12
374 - 10		10
374 - 11		6
374 - 12		6
374 - 13		12
374 - 14		12
374 - 15		12
374 - 16		12
374 - 17		12
374 - 18		12
374 - 19		12
374 - 20		14
374 - 21		8
374 - 22		4
374 - 23		4
374 - 24		8
374 - 25		10
374 - 26		14
374 - 27		12
374 - 28		12
374 - 29		12
374 - 30		12
374 - 31		14
374 - 32		4
374 - 33		14
374 - 34		12
374 - 35		12
374 - 36		12
374 - 37		14
374 - 38		12
374 - 39		6
374 - 40		8
374 - 41		6
374 - 42		12
374 - 43		14
374 - 44		12
374 - 45		12
374 - 46		12
374 - 47		12
374 - 48		14
374 - 49		12
374 - 50		10
374 - 51		8
374 - 52		8
374 - 53		10
374 - 54		12
374 - 55		14
374 - 56		12
374 - 57		12
374 - 58		12
374 - 59		12
374 - 60		14
374 - 61		14
374 - 62		12
374 - 63		10
374 - 64		10
374 - 65		8
374 - 66		10
374 - 67		10
374 - 68		8
374 - 69		10
374 - 70		10
374 - 71		12
374 - 72		14
374 - 73		14
374 - 74		12
374 - 75		12
374 - 76		11
374 - 77		14
374 - 78		12
374 - 79		10
374 - 80		10
374 - 81		10
374 - 82		10
374 - 83		12
374 - 84		14
374 - 85		11
374 - 86		13
374 - 87		13
374 - 88		11
374 - 89		12
374 - 90		10
374 - 91		12
374 - 92		10
374 - 93		12
374 - 94		11
374 - 95		13
374 - 96		13
374 - 97		12
374 - 98		12
374 - 99		11
374 - 100		11
374 - 101		11
374 - 102		10
374 - 103		11
374 - 104		12
374 - 105		11
374 - 106		10
374 - 107		11
374 - 108		12
374 - 109		12
374 - 110		12
374 - 111		12
374 - 112		10
374 - 113		11
374 - 114		12
374 - 115		12
374 - 116		11
374 - 117		10
374 - 118		11
374 - 119		12
374 - 120		12
374 - 121		11
374 - 122		11
374 - 123		12
374 - 124		12
374 - 125		12
374 - 126		12
374 - 127		12
374 - 128		12
374 - 129		12
374 - 130		12
374 - 131		11
374 - 132		12
374 - 133		12
374 - 134		12
374 - 135		12
374 - 136		12
374 - 137		12
374 - 138		12
374 - 139		12
374 - 140		12
374 - 141		12
374 - 142		12
374 - 143		12
374 - 144		12
374 - 145		12
374 - 146		12
374 - 147		12
374 - 148		12
374 - 149		12
374 - 150		12
374 - 151		12
374 - 152		12
374 - 153		12
374 - 154		12
374 - 155		12
374 - 156		12
374 - 157		12
374 - 158		12
374 - 159		12
374 - 160		12
374 - 161		12
374 - 162		12
374 - 163		12
374 - 164		12
374 - 165		12
374 - 166		12
374 - 167		12
374 - 168		12
374 - 169		12
374 - 170		12
374 - 171		12
374 - 172		12
374 - 173		12
374 - 174		12
374 - 175		12
374 - 176		12
374 - 177		12
374 - 178		12
374 - 179		12
374 - 180		12
374 - 181		12
374 - 182		12
374 - 183		12
374 - 184		12
374 - 185		12
374 - 186		12
374 - 187		12
374 - 188		12
374 - 189		12
374 - 190		12
374 - 191		12
374 - 192		12
374 - 193		12
374 - 194		12
374 - 195		12
374 - 196		12
374 - 197		12
374 - 198		12
374 - 199		12
374 - 200		12
374 - 201		12
374 - 202		12
374 - 203		12
374 - 204		12
374 - 205		12
374 - 206		12
374 - 207		12
374 - 208		12
374 - 209		12
374 - 210		12
374 - 211		12
374 - 212		12
374 - 213		12
374 - 214		12
374 - 215		12
374 - 216		12
374 - 217		12
374 - 218		12
374 - 219		12
374 - 220		12
374 - 221		12
374 - 222		12
374 - 223		12
374 - 224		12
374 - 225		12
374 - 226		12
374 - 227		12
374 - 228		12
374 - 229		12
374 - 230		12
374 - 231		12
374 - 232		12
374 - 233		12
374 - 234		12
374 - 235		12
374 - 236		12
374 - 237		12
374 - 238		12
374 - 239		12
374 - 240		12
374 - 241		12
374 - 242		12
374 - 243		12
374 - 244		12
374 - 245		12
374 - 246		12
374 - 247		12
374 - 248		12
374 - 249		12
374 - 250		12
374 - 251		12
374 - 252		12
374 - 253		12
374 - 254		12
374 - 255		10
374 - 256		12
374 - 257		12
374 - 258		12
374 - 259		12
374 - 260		12
374 - 261		12
374 - 262		12
374 - 263		12
374 - 264		12
374 - 265		12
374 - 266		12
374 - 267		12
374 - 268		12
374 - 269		12
374 - 270		10
374 - 271		9
374 - 272		9
374 - 273		9
374 - 274		9
374 - 275		12
374 - 276		12
374 - 277		9
374 - 278		9
374 - 279		8
374 - 280		12
374 - 281		12
374 - 282		8
374 - 283		10
374 - 284		8
374 - 285		12
374 - 286		12
374 - 287		12
374 - 288		8
374 - 289		10
374 - 290		11
374 - 291		11
374 - 292		11
374 - 293		11
374 - 294		9
374 - 295		9
374 - 296		12
374 - 297		13
374 - 298		10
374 - 299		10
374 - 300		13
374 - 301		12
374 - 302		13
374 - 303		11
374 - 304		8
374 - 305		12
374 - 306		8
374 - 307		11
374 - 308		13
374 - 309		13
374 - 310		14
374 - 311		14
374 - 312		13
374 - 313		14
374 - 314		12
374 - 315		8
374 - 316		8
374 - 317		8
374 - 318		8
374 - 319		12
374 - 320		14
374 - 321		14
374 - 322		14
374 - 323		14
374 - 324		14
374 - 325		12
374 - 326		12
374 - 327		10
374 - 328		8
374 - 329		6
374 - 330		6
374 - 331		4
374 - 332		6
374 - 333		6
374 - 334		8
374 - 335		10
374 - 336		12
374 - 337		12
374 - 338		14
374 - 339		14
374 - 340		14
374 - 341		14
374 - 342		14
374 - 343		14
374 - 344		10
374 - 345		4
374 - 346		4
374 - 347		10
374 - 348		14
374 - 349		14
374 - 350		14
374 - 351		14
374 - 352		14
374 - 353		14
374 - 354		14
374 - 355		12
374 - 356		8
374 - 357		6
374 - 358		2
374 - 359		2
374 - 360		6
374 - 361		8
374 - 362		12
374 - 363		14
374 - 364		14
374 - 365		14
374 - 366		14
374 - 367		14
374 - 368		14
374 - 369		14
374 - 370		14
374 - 371		14
374 - 372		10
374 - 373		4
374 - 375		4
375 - 0		7
375 - 1		14
375 - 2		10
375 - 3		4
375 - 4		14
375 - 5		14
375 - 6		10
375 - 7		10
375 - 8		10
375 - 9		14
375 - 10		12
375 - 11		8
375 - 12		4
375 - 13		10
375 - 14		14
375 - 15		14
375 - 16		14
375 - 17		12
375 - 18		10
375 - 19		10
375 - 20		12
375 - 21		10
375 - 22		6
375 - 23		4
375 - 24		6
375 - 25		8
375 - 26		12
375 - 27		14
375 - 28		14
375 - 29		14
375 - 30		12
375 - 31		12
375 - 32		6
375 - 33		12
375 - 34		14
375 - 35		12
375 - 36		10
375 - 37		12
375 - 38		14
375 - 39		8
375 - 40		8
375 - 41		6
375 - 42		10
375 - 43		12
375 - 44		14
375 - 45		14
375 - 46		10
375 - 47		10
375 - 48		12
375 - 49		14
375 - 50		12
375 - 51		10
375 - 52		8
375 - 53		8
375 - 54		10
375 - 55		12
375 - 56		14
375 - 57		14
375 - 58		10
375 - 59		10
375 - 60		12
375 - 61		12
375 - 62		14
375 - 63		12
375 - 64		12
375 - 65		10
375 - 66		10
375 - 67		10
375 - 68		8
375 - 69		10
375 - 70		8
375 - 71		10
375 - 72		12
375 - 73		12
375 - 74		14
375 - 75		14
375 - 76		9
375 - 77		12
375 - 78		14
375 - 79		12
375 - 80		10
375 - 81		10
375 - 82		10
375 - 83		10
375 - 84		12
375 - 85		13
375 - 86		11
375 - 87		11
375 - 88		13
375 - 89		14
375 - 90		12
375 - 91		12
375 - 92		10
375 - 93		12
375 - 94		9
375 - 95		11
375 - 96		11
375 - 97		10
375 - 98		10
375 - 99		13
375 - 100		11
375 - 101		9
375 - 102		12
375 - 103		11
375 - 104		12
375 - 105		11
375 - 106		10
375 - 107		9
375 - 108		10
375 - 109		12
375 - 110		12
375 - 111		10
375 - 112		10
375 - 113		13
375 - 114		12
375 - 115		12
375 - 116		11
375 - 117		10
375 - 118		11
375 - 119		12
375 - 120		12
375 - 121		11
375 - 122		11
375 - 123		14
375 - 124		12
375 - 125		12
375 - 126		12
375 - 127		12
375 - 128		12
375 - 129		12
375 - 130		12
375 - 131		11
375 - 132		12
375 - 133		12
375 - 134		12
375 - 135		12
375 - 136		12
375 - 137		12
375 - 138		12
375 - 139		12
375 - 140		12
375 - 141		12
375 - 142		12
375 - 143		14
375 - 144		14
375 - 145		12
375 - 146		12
375 - 147		12
375 - 148		12
375 - 149		12
375 - 150		12
375 - 151		12
375 - 152		12
375 - 153		12
375 - 154		12
375 - 155		12
375 - 156		12
375 - 157		12
375 - 158		12
375 - 159		14
375 - 160		12
375 - 161		12
375 - 162		12
375 - 163		12
375 - 164		12
375 - 165		12
375 - 166		12
375 - 167		12
375 - 168		12
375 - 169		12
375 - 170		12
375 - 171		12
375 - 172		12
375 - 173		12
375 - 174		12
375 - 175		12
375 - 176		12
375 - 177		12
375 - 178		12
375 - 179		12
375 - 180		12
375 - 181		12
375 - 182		12
375 - 183		12
375 - 184		12
375 - 185		12
375 - 186		12
375 - 187		12
375 - 188		12
375 - 189		12
375 - 190		12
375 - 191		12
375 - 192		12
375 - 193		12
375 - 194		12
375 - 195		12
375 - 196		12
375 - 197		12
375 - 198		12
375 - 199		12
375 - 200		12
375 - 201		12
375 - 202		12
375 - 203		12
375 - 204		12
375 - 205		10
375 - 206		12
375 - 207		12
375 - 208		12
375 - 209		12
375 - 210		12
375 - 211		12
375 - 212		12
375 - 213		12
375 - 214		12
375 - 215		12
375 - 216		12
375 - 217		12
375 - 218		12
375 - 219		12
375 - 220		12
375 - 221		12
375 - 222		12
375 - 223		12
375 - 224		12
375 - 225		12
375 - 226		12
375 - 227		12
375 - 228		12
375 - 229		12
375 - 230		12
375 - 231		12
375 - 232		12
375 - 233		12
375 - 234		12
375 - 235		12
375 - 236		12
375 - 237		12
375 - 238		12
375 - 239		10
375 - 240		12
375 - 241		12
375 - 242		12
375 - 243		12
375 - 244		12
375 - 245		12
375 - 246		12
375 - 247		12
375 - 248		12
375 - 249		12
375 - 250		12
375 - 251		10
375 - 252		12
375 - 253		12
375 - 254		12
375 - 255		12
375 - 256		12
375 - 257		10
375 - 258		12
375 - 259		12
375 - 260		12
375 - 261		12
375 - 262		12
375 - 263		12
375 - 264		12
375 - 265		12
375 - 266		12
375 - 267		12
375 - 268		12
375 - 269		12
375 - 270		12
375 - 271		11
375 - 272		11
375 - 273		11
375 - 274		11
375 - 275		12
375 - 276		12
375 - 277		11
375 - 278		11
375 - 279		10
375 - 280		10
375 - 281		12
375 - 282		10
375 - 283		10
375 - 284		10
375 - 285		10
375 - 286		12
375 - 287		12
375 - 288		10
375 - 289		10
375 - 290		11
375 - 291		9
375 - 292		11
375 - 293		9
375 - 294		11
375 - 295		11
375 - 296		12
375 - 297		13
375 - 298		12
375 - 299		12
375 - 300		11
375 - 301		10
375 - 302		13
375 - 303		13
375 - 304		10
375 - 305		10
375 - 306		10
375 - 307		9
375 - 308		11
375 - 309		13
375 - 310		14
375 - 311		12
375 - 312		13
375 - 313		14
375 - 314		14
375 - 315		10
375 - 316		6
375 - 317		8
375 - 318		10
375 - 319		10
375 - 320		14
375 - 321		14
375 - 322		14
375 - 323		14
375 - 324		14
375 - 325		14
375 - 326		14
375 - 327		12
375 - 328		10
375 - 329		8
375 - 330		6
375 - 331		4
375 - 332		6
375 - 333		6
375 - 334		8
375 - 335		8
375 - 336		10
375 - 337		10
375 - 338		12
375 - 339		12
375 - 340		14
375 - 341		14
375 - 342		14
375 - 343		14
375 - 344		12
375 - 345		8
375 - 346		4
375 - 347		6
375 - 348		12
375 - 349		14
375 - 350		14
375 - 351		14
375 - 352		14
375 - 353		14
375 - 354		14
375 - 355		14
375 - 356		12
375 - 357		10
375 - 358		6
375 - 359		2
375 - 360		2
375 - 361		4
375 - 362		8
375 - 363		12
375 - 364		14
375 - 365		14
375 - 366		14
375 - 367		14
375 - 368		14
375 - 369		14
375 - 370		14
375 - 371		14
375 - 372		14
375 - 373		8
375 - 374		4
375 - 376		6
376 - 0		7
376 - 1		14
376 - 2		4
376 - 3		10
376 - 4		14
376 - 5		14
376 - 6		10
376 - 7		8
376 - 8		4
376 - 9		8
376 - 10		10
376 - 11		14
376 - 12		10
376 - 13		10
376 - 14		14
376 - 15		14
376 - 16		14
376 - 17		12
376 - 18		6
376 - 19		4
376 - 20		6
376 - 21		12
376 - 22		12
376 - 23		10
376 - 24		10
376 - 25		10
376 - 26		12
376 - 27		14
376 - 28		14
376 - 29		14
376 - 30		12
376 - 31		6
376 - 32		12
376 - 33		12
376 - 34		14
376 - 35		12
376 - 36		10
376 - 37		6
376 - 38		8
376 - 39		14
376 - 40		14
376 - 41		12
376 - 42		10
376 - 43		12
376 - 44		14
376 - 45		14
376 - 46		10
376 - 47		8
376 - 48		8
376 - 49		8
376 - 50		10
376 - 51		12
376 - 52		12
376 - 53		10
376 - 54		10
376 - 55		12
376 - 56		14
376 - 57		14
376 - 58		10
376 - 59		8
376 - 60		10
376 - 61		8
376 - 62		10
376 - 63		10
376 - 64		10
376 - 65		12
376 - 66		12
376 - 67		14
376 - 68		12
376 - 69		12
376 - 70		10
376 - 71		10
376 - 72		12
376 - 73		12
376 - 74		14
376 - 75		14
376 - 76		9
376 - 77		10
376 - 78		10
376 - 79		10
376 - 80		12
376 - 81		14
376 - 82		12
376 - 83		10
376 - 84		12
376 - 85		13
376 - 86		11
376 - 87		9
376 - 88		11
376 - 89		10
376 - 90		12
376 - 91		12
376 - 92		12
376 - 93		12
376 - 94		9
376 - 95		11
376 - 96		11
376 - 97		10
376 - 98		10
376 - 99		11
376 - 100		11
376 - 101		9
376 - 102		10
376 - 103		11
376 - 104		12
376 - 105		13
376 - 106		10
376 - 107		9
376 - 108		10
376 - 109		12
376 - 110		14
376 - 111		10
376 - 112		10
376 - 113		11
376 - 114		12
376 - 115		14
376 - 116		11
376 - 117		10
376 - 118		11
376 - 119		12
376 - 120		12
376 - 121		11
376 - 122		11
376 - 123		12
376 - 124		12
376 - 125		12
376 - 126		12
376 - 127		12
376 - 128		12
376 - 129		14
376 - 130		12
376 - 131		11
376 - 132		12
376 - 133		12
376 - 134		12
376 - 135		12
376 - 136		12
376 - 137		12
376 - 138		12
376 - 139		12
376 - 140		12
376 - 141		12
376 - 142		12
376 - 143		12
376 - 144		12
376 - 145		12
376 - 146		12
376 - 147		12
376 - 148		12
376 - 149		12
376 - 150		12
376 - 151		12
376 - 152		12
376 - 153		14
376 - 154		14
376 - 155		12
376 - 156		12
376 - 157		12
376 - 158		12
376 - 159		12
376 - 160		12
376 - 161		12
376 - 162		12
376 - 163		12
376 - 164		12
376 - 165		12
376 - 166		12
376 - 167		12
376 - 168		14
376 - 169		12
376 - 170		12
376 - 171		12
376 - 172		12
376 - 173		12
376 - 174		12
376 - 175		12
376 - 176		12
376 - 177		12
376 - 178		12
376 - 179		12
376 - 180		12
376 - 181		12
376 - 182		12
376 - 183		12
376 - 184		12
376 - 185		12
376 - 186		12
376 - 187		12
376 - 188		12
376 - 189		12
376 - 190		12
376 - 191		12
376 - 192		12
376 - 193		12
376 - 194		12
376 - 195		12
376 - 196		12
376 - 197		12
376 - 198		12
376 - 199		12
376 - 200		12
376 - 201		12
376 - 202		10
376 - 203		12
376 - 204		12
376 - 205		12
376 - 206		12
376 - 207		12
376 - 208		12
376 - 209		12
376 - 210		12
376 - 211		12
376 - 212		12
376 - 213		12
376 - 214		12
376 - 215		12
376 - 216		12
376 - 217		12
376 - 218		12
376 - 219		12
376 - 220		12
376 - 221		12
376 - 222		12
376 - 223		12
376 - 224		12
376 - 225		12
376 - 226		12
376 - 227		12
376 - 228		12
376 - 229		12
376 - 230		12
376 - 231		12
376 - 232		12
376 - 233		12
376 - 234		12
376 - 235		12
376 - 236		12
376 - 237		12
376 - 238		12
376 - 239		12
376 - 240		12
376 - 241		12
376 - 242		12
376 - 243		12
376 - 244		12
376 - 245		12
376 - 246		12
376 - 247		12
376 - 248		10
376 - 249		12
376 - 250		12
376 - 251		12
376 - 252		12
376 - 253		12
376 - 254		10
376 - 255		12
376 - 256		12
376 - 257		12
376 - 258		12
376 - 259		12
376 - 260		12
376 - 261		12
376 - 262		12
376 - 263		12
376 - 264		12
376 - 265		12
376 - 266		12
376 - 267		12
376 - 268		12
376 - 269		10
376 - 270		12
376 - 271		11
376 - 272		11
376 - 273		11
376 - 274		11
376 - 275		12
376 - 276		12
376 - 277		9
376 - 278		11
376 - 279		10
376 - 280		12
376 - 281		12
376 - 282		10
376 - 283		10
376 - 284		10
376 - 285		12
376 - 286		12
376 - 287		12
376 - 288		8
376 - 289		10
376 - 290		11
376 - 291		11
376 - 292		11
376 - 293		9
376 - 294		11
376 - 295		9
376 - 296		12
376 - 297		13
376 - 298		12
376 - 299		8
376 - 300		9
376 - 301		10
376 - 302		13
376 - 303		13
376 - 304		12
376 - 305		10
376 - 306		10
376 - 307		7
376 - 308		11
376 - 309		13
376 - 310		14
376 - 311		10
376 - 312		13
376 - 313		14
376 - 314		14
376 - 315		12
376 - 316		10
376 - 317		10
376 - 318		8
376 - 319		6
376 - 320		14
376 - 321		14
376 - 322		14
376 - 323		14
376 - 324		14
376 - 325		14
376 - 326		14
376 - 327		14
376 - 328		12
376 - 329		12
376 - 330		10
376 - 331		10
376 - 332		8
376 - 333		8
376 - 334		6
376 - 335		6
376 - 336		4
376 - 337		6
376 - 338		8
376 - 339		10
376 - 340		12
376 - 341		14
376 - 342		14
376 - 343		14
376 - 344		14
376 - 345		12
376 - 346		6
376 - 347		4
376 - 348		8
376 - 349		12
376 - 350		14
376 - 351		14
376 - 352		14
376 - 353		14
376 - 354		14
376 - 355		14
376 - 356		14
376 - 357		14
376 - 358		12
376 - 359		8
376 - 360		4
376 - 361		2
376 - 362		2
376 - 363		6
376 - 364		10
376 - 365		12
376 - 366		14
376 - 367		14
376 - 368		14
376 - 369		14
376 - 370		14
376 - 371		14
376 - 372		14
