Edge		Weight
188 - 37		9
188 - 38		8
188 - 39		6
188 - 40		7
188 - 41		5
188 - 42		6
188 - 43		8
188 - 44		8
188 - 45		9
188 - 46		9
188 - 47		8
188 - 48		7
188 - 49		6
188 - 50		7
188 - 51		8
188 - 52		7
188 - 53		8
188 - 54		7
188 - 55		8
188 - 56		7
188 - 57		8
188 - 58		8
188 - 59		7
188 - 60		8
188 - 61		6
188 - 62		7
188 - 63		8
188 - 64		8
188 - 65		8
188 - 66		8
188 - 67		8
188 - 68		8
188 - 69		7
188 - 70		8
188 - 71		8
188 - 72		8
188 - 73		8
188 - 74		8
188 - 75		9
188 - 76		8
188 - 77		8
188 - 78		8
188 - 79		8
188 - 80		8
188 - 81		8
188 - 82		8
188 - 83		8
188 - 84		8
188 - 85		8
188 - 86		8
188 - 87		7
188 - 88		8
188 - 89		10
188 - 90		8
188 - 91		8
188 - 92		8
188 - 93		8
188 - 94		8
188 - 95		8
188 - 96		8
188 - 97		8
188 - 98		8
188 - 99		8
188 - 100		8
188 - 101		8
188 - 102		8
188 - 103		6
188 - 104		8
188 - 105		8
188 - 106		8
188 - 107		8
188 - 108		8
188 - 109		8
188 - 110		8
188 - 111		8
188 - 112		8
188 - 113		8
188 - 114		8
188 - 115		8
188 - 116		8
188 - 117		9
188 - 118		6
188 - 119		8
188 - 120		8
188 - 121		7
188 - 122		8
188 - 123		9
188 - 124		8
188 - 125		6
188 - 126		8
188 - 127		8
188 - 128		8
188 - 129		8
188 - 130		7
188 - 131		6
188 - 132		8
188 - 133		9
188 - 134		6
188 - 135		6
188 - 136		8
188 - 137		8
188 - 138		7
188 - 139		6
188 - 140		8
188 - 141		8
188 - 142		6
188 - 143		8
188 - 144		6
188 - 145		7
188 - 146		9
188 - 147		7
188 - 148		5
188 - 149		8
188 - 150		8
188 - 151		9
188 - 152		9
188 - 153		10
188 - 154		10
188 - 155		6
188 - 156		5
188 - 157		7
188 - 158		4
188 - 159		6
188 - 160		9
188 - 161		10
188 - 162		10
188 - 163		10
188 - 164		8
188 - 165		4
188 - 166		4
188 - 167		5
188 - 168		9
188 - 169		10
188 - 170		10
188 - 171		10
188 - 172		10
188 - 173		10
188 - 174		10
188 - 175		8
188 - 176		6
188 - 177		2
188 - 178		2
188 - 179		4
188 - 180		7
188 - 181		9
188 - 182		10
188 - 183		10
188 - 184		10
188 - 185		10
188 - 186		10
188 - 187		4
188 - 189		6
189 - 0		5
189 - 1		2
189 - 2		8
189 - 3		10
189 - 4		10
189 - 5		10
189 - 6		4
189 - 7		6
189 - 8		8
189 - 9		10
189 - 10		8
189 - 11		8
189 - 12		8
189 - 13		8
189 - 14		10
189 - 15		10
189 - 16		10
189 - 17		10
189 - 18		10
189 - 19		10
189 - 20		10
189 - 21		10
189 - 22		1
189 - 23		9
189 - 24		4
189 - 25		3
189 - 26		5
189 - 27		8
189 - 28		10
189 - 29		10
189 - 30		8
189 - 31		8
189 - 32		8
189 - 33		10
189 - 34		10
189 - 35		10
189 - 36		9
189 - 37		9
189 - 38		8
189 - 39		6
189 - 40		5
189 - 41		7
189 - 42		10
189 - 43		10
189 - 44		8
189 - 45		9
189 - 46		9
189 - 47		8
189 - 48		5
189 - 49		6
189 - 50		7
189 - 51		10
189 - 52		7
189 - 53		8
189 - 54		7
189 - 55		6
189 - 56		7
189 - 57		8
189 - 58		8
189 - 59		7
189 - 60		8
189 - 61		6
189 - 62		7
189 - 63		8
189 - 64		8
189 - 65		8
189 - 66		8
189 - 67		10
189 - 68		8
189 - 69		7
189 - 70		8
189 - 71		8
189 - 72		8
189 - 73		8
189 - 74		10
189 - 75		7
189 - 76		8
189 - 77		8
189 - 78		8
189 - 79		8
189 - 80		8
189 - 81		8
189 - 82		8
189 - 83		8
189 - 84		10
189 - 85		8
189 - 86		8
189 - 87		7
189 - 88		8
189 - 89		8
189 - 90		8
189 - 91		8
189 - 92		8
189 - 93		8
189 - 94		8
189 - 95		8
189 - 96		8
189 - 97		8
189 - 98		10
189 - 99		8
189 - 100		8
189 - 101		8
189 - 102		8
189 - 103		8
189 - 104		8
189 - 105		8
189 - 106		8
189 - 107		8
189 - 108		8
189 - 109		8
189 - 110		8
189 - 111		6
189 - 112		8
189 - 113		8
189 - 114		8
189 - 115		8
189 - 116		8
189 - 117		9
189 - 118		8
189 - 119		8
189 - 120		8
189 - 121		5
189 - 122		8
189 - 123		9
189 - 124		8
189 - 125		8
189 - 126		8
189 - 127		8
189 - 128		8
189 - 129		8
189 - 130		7
189 - 131		4
189 - 132		8
189 - 133		9
189 - 134		8
189 - 135		8
189 - 136		8
189 - 137		8
189 - 138		7
189 - 139		6
189 - 140		8
189 - 141		8
189 - 142		8
189 - 143		8
189 - 144		6
189 - 145		7
189 - 146		9
189 - 147		7
189 - 148		3
189 - 149		8
189 - 150		8
189 - 151		9
189 - 152		9
189 - 153		10
189 - 154		10
189 - 155		8
189 - 156		7
189 - 157		5
189 - 158		4
189 - 159		2
189 - 160		9
189 - 161		10
189 - 162		10
189 - 163		10
189 - 164		10
189 - 165		8
189 - 166		6
189 - 167		3
189 - 168		9
189 - 169		10
189 - 170		10
189 - 171		10
189 - 172		10
189 - 173		10
189 - 174		10
189 - 175		10
189 - 176		10
189 - 177		8
189 - 178		4
189 - 179		2
189 - 180		1
189 - 181		9
189 - 182		10
189 - 183		10
189 - 184		10
189 - 185		10
189 - 186		10
189 - 187		10
189 - 188		6
189 - 190		3
190 - 0		4
190 - 1		1
190 - 2		9
190 - 3		9
190 - 4		9
190 - 5		9
190 - 6		1
190 - 7		3
190 - 8		5
190 - 9		7
190 - 10		9
190 - 11		9
190 - 12		9
190 - 13		9
190 - 14		9
190 - 15		9
190 - 16		9
190 - 17		9
190 - 18		9
190 - 19		9
190 - 20		9
190 - 21		9
190 - 22		2
190 - 23		8
190 - 24		3
190 - 25		2
190 - 26		4
190 - 27		5
190 - 28		7
190 - 29		7
190 - 30		9
190 - 31		9
190 - 32		9
190 - 33		9
190 - 34		9
190 - 35		9
190 - 36		8
190 - 37		8
190 - 38		7
190 - 39		5
190 - 40		4
190 - 41		6
190 - 42		7
190 - 43		7
190 - 44		9
190 - 45		8
190 - 46		8
190 - 47		7
190 - 48		4
190 - 49		5
190 - 50		6
190 - 51		7
190 - 52		8
190 - 53		7
190 - 54		6
190 - 55		5
190 - 56		6
190 - 57		7
190 - 58		7
190 - 59		8
190 - 60		7
190 - 61		5
190 - 62		6
190 - 63		7
190 - 64		7
190 - 65		7
190 - 66		7
190 - 67		7
190 - 68		7
190 - 69		8
190 - 70		7
190 - 71		7
190 - 72		7
190 - 73		7
190 - 74		7
190 - 75		6
190 - 76		7
190 - 77		7
190 - 78		7
190 - 79		7
190 - 80		7
190 - 81		7
190 - 82		7
190 - 83		7
190 - 84		7
190 - 85		7
190 - 86		7
190 - 87		8
190 - 88		9
190 - 89		7
190 - 90		7
190 - 91		7
190 - 92		7
190 - 93		7
190 - 94		7
190 - 95		7
190 - 96		7
190 - 97		7
190 - 98		7
190 - 99		7
190 - 100		7
190 - 101		9
190 - 102		9
190 - 103		9
190 - 104		7
190 - 105		7
190 - 106		7
190 - 107		7
190 - 108		7
190 - 109		7
190 - 110		7
190 - 111		7
190 - 112		9
190 - 113		7
190 - 114		7
190 - 115		7
190 - 116		7
190 - 117		8
190 - 118		9
190 - 119		7
190 - 120		7
190 - 121		6
190 - 122		7
190 - 123		8
190 - 124		9
190 - 125		9
190 - 126		7
190 - 127		7
190 - 128		7
190 - 129		7
190 - 130		6
190 - 131		5
190 - 132		7
190 - 133		8
190 - 134		9
190 - 135		9
190 - 136		7
190 - 137		7
190 - 138		6
190 - 139		5
190 - 140		7
190 - 141		9
190 - 142		9
190 - 143		7
190 - 144		5
190 - 145		6
190 - 146		8
190 - 147		6
190 - 148		4
190 - 149		7
190 - 150		7
190 - 151		8
190 - 152		8
190 - 153		9
190 - 154		9
190 - 155		9
190 - 156		6
190 - 157		4
190 - 158		5
190 - 159		3
190 - 160		8
190 - 161		9
190 - 162		9
190 - 163		9
190 - 164		9
190 - 165		9
190 - 166		7
190 - 167		4
190 - 168		8
190 - 169		9
190 - 170		9
190 - 171		9
190 - 172		9
190 - 173		9
190 - 174		9
190 - 175		9
190 - 176		9
190 - 177		9
190 - 178		7
190 - 179		5
190 - 180		2
190 - 181		8
190 - 182		9
190 - 183		9
190 - 184		9
190 - 185		9
190 - 186		9
190 - 187		9
190 - 188		9
190 - 189		3
188 - 190		9
187 - 189		10
187 - 190		9
186 - 188		10
186 - 189		10
186 - 190		9
185 - 187		10
185 - 188		10
185 - 189		10
185 - 190		9
184 - 186		10
184 - 187		10
184 - 188		10
184 - 189		10
184 - 190		9
183 - 185		10
183 - 186		10
183 - 187		10
183 - 188		10
183 - 189		10
183 - 190		9
182 - 184		10
182 - 185		10
182 - 186		10
182 - 187		10
182 - 188		10
182 - 189		10
182 - 190		9
181 - 183		9
181 - 184		9
181 - 185		9
181 - 186		9
181 - 187		9
181 - 188		9
181 - 189		9
181 - 190		8
180 - 182		9
180 - 183		9
180 - 184		9
180 - 185		9
180 - 186		9
180 - 187		9
180 - 188		7
180 - 189		1
180 - 190		2
179 - 181		9
179 - 182		10
179 - 183		10
179 - 184		10
179 - 185		10
179 - 186		10
179 - 187		8
179 - 188		4
179 - 189		2
179 - 190		5
178 - 180		5
178 - 181		9
178 - 182		10
178 - 183		10
178 - 184		10
178 - 185		10
178 - 186		10
178 - 187		6
178 - 188		2
178 - 189		4
178 - 190		7
177 - 179		6
177 - 180		9
177 - 181		9
177 - 182		10
177 - 183		10
177 - 184		10
177 - 185		10
177 - 186		8
177 - 187		2
177 - 188		2
177 - 189		8
177 - 190		9
176 - 178		8
176 - 179		10
176 - 180		9
176 - 181		9
176 - 182		10
176 - 183		10
176 - 184		10
176 - 185		8
176 - 186		4
176 - 187		2
176 - 188		6
176 - 189		10
176 - 190		9
175 - 177		6
175 - 178		10
175 - 179		10
175 - 180		9
175 - 181		9
175 - 182		10
175 - 183		10
175 - 184		10
175 - 185		6
175 - 186		2
175 - 187		4
175 - 188		8
175 - 189		10
175 - 190		9
174 - 176		6
174 - 177		10
174 - 178		10
174 - 179		10
174 - 180		9
174 - 181		9
174 - 182		10
174 - 183		10
174 - 184		8
174 - 185		2
174 - 186		2
174 - 187		8
174 - 188		10
174 - 189		10
174 - 190		9
173 - 175		8
173 - 176		10
173 - 177		10
173 - 178		10
173 - 179		10
173 - 180		9
173 - 181		9
173 - 182		10
173 - 183		8
173 - 184		4
173 - 185		2
173 - 186		6
173 - 187		10
173 - 188		10
173 - 189		10
173 - 190		9
172 - 174		6
172 - 175		10
172 - 176		10
172 - 177		10
172 - 178		10
172 - 179		10
172 - 180		9
172 - 181		9
172 - 182		10
172 - 183		6
172 - 184		2
172 - 185		4
172 - 186		8
172 - 187		10
172 - 188		10
172 - 189		10
172 - 190		9
171 - 173		6
171 - 174		10
171 - 175		10
171 - 176		10
171 - 177		10
171 - 178		10
171 - 179		10
171 - 180		9
171 - 181		9
171 - 182		8
171 - 183		2
171 - 184		2
171 - 185		8
171 - 186		10
171 - 187		10
171 - 188		10
171 - 189		10
171 - 190		9
170 - 172		8
170 - 173		10
170 - 174		10
170 - 175		10
170 - 176		10
170 - 177		10
170 - 178		10
170 - 179		10
170 - 180		9
170 - 181		7
170 - 182		4
170 - 183		2
170 - 184		6
170 - 185		10
170 - 186		10
170 - 187		10
170 - 188		10
170 - 189		10
170 - 190		9
169 - 171		6
169 - 172		10
169 - 173		10
169 - 174		10
169 - 175		10
169 - 176		10
169 - 177		10
169 - 178		10
169 - 179		10
169 - 180		9
169 - 181		5
169 - 182		2
169 - 183		4
169 - 184		8
169 - 185		10
169 - 186		10
169 - 187		10
169 - 188		10
169 - 189		10
169 - 190		9
168 - 170		5
168 - 171		9
168 - 172		9
168 - 173		9
168 - 174		9
168 - 175		9
168 - 176		9
168 - 177		9
168 - 178		9
168 - 179		9
168 - 180		8
168 - 181		2
168 - 182		1
168 - 183		7
168 - 184		9
168 - 185		9
168 - 186		9
168 - 187		9
168 - 188		9
168 - 189		9
168 - 190		8
167 - 169		9
167 - 170		9
167 - 171		9
167 - 172		9
167 - 173		9
167 - 174		9
167 - 175		9
167 - 176		9
167 - 177		7
167 - 178		3
167 - 179		1
167 - 180		2
167 - 181		8
167 - 182		9
167 - 183		9
167 - 184		9
167 - 185		9
167 - 186		9
167 - 187		7
167 - 188		5
167 - 189		3
167 - 190		4
166 - 168		9
166 - 169		10
166 - 170		10
166 - 171		10
166 - 172		10
166 - 173		10
166 - 174		10
166 - 175		8
166 - 176		6
166 - 177		2
166 - 178		2
166 - 179		4
166 - 180		7
166 - 181		9
166 - 182		10
166 - 183		10
166 - 184		10
166 - 185		10
166 - 186		8
166 - 187		4
166 - 188		4
166 - 189		6
166 - 190		7
165 - 167		9
165 - 168		9
165 - 169		10
165 - 170		10
165 - 171		10
165 - 172		10
165 - 173		10
165 - 174		8
165 - 175		4
165 - 176		2
165 - 177		2
165 - 178		6
165 - 179		8
165 - 180		9
165 - 181		9
165 - 182		10
165 - 183		10
165 - 184		10
165 - 185		8
165 - 186		6
165 - 187		4
165 - 188		4
165 - 189		8
165 - 190		9
164 - 166		10
164 - 167		9
164 - 168		9
164 - 169		10
164 - 170		10
164 - 171		10
164 - 172		8
164 - 173		6
164 - 174		2
164 - 175		2
164 - 176		4
164 - 177		8
164 - 178		10
164 - 179		10
164 - 180		9
164 - 181		9
164 - 182		10
164 - 183		10
164 - 184		8
164 - 185		4
164 - 186		4
164 - 187		6
164 - 188		8
164 - 189		10
164 - 190		9
163 - 165		10
163 - 166		10
163 - 167		9
163 - 168		9
163 - 169		10
163 - 170		10
163 - 171		8
163 - 172		4
163 - 173		2
163 - 174		2
163 - 175		6
163 - 176		8
163 - 177		10
163 - 178		10
163 - 179		10
163 - 180		9
163 - 181		9
163 - 182		10
163 - 183		8
163 - 184		6
163 - 185		4
163 - 186		4
163 - 187		8
163 - 188		10
163 - 189		10
163 - 190		9
162 - 164		10
162 - 165		10
162 - 166		10
162 - 167		9
162 - 168		9
162 - 169		8
162 - 170		6
162 - 171		2
162 - 172		2
162 - 173		4
162 - 174		8
162 - 175		10
162 - 176		10
162 - 177		10
162 - 178		10
162 - 179		10
162 - 180		9
162 - 181		9
162 - 182		8
162 - 183		4
162 - 184		4
162 - 185		6
162 - 186		8
162 - 187		10
162 - 188		10
162 - 189		10
162 - 190		9
161 - 163		10
161 - 164		10
161 - 165		10
161 - 166		10
161 - 167		9
161 - 168		7
161 - 169		4
161 - 170		2
161 - 171		2
161 - 172		6
161 - 173		8
161 - 174		10
161 - 175		10
161 - 176		10
161 - 177		10
161 - 178		10
161 - 179		10
161 - 180		9
161 - 181		7
161 - 182		6
161 - 183		4
161 - 184		4
161 - 185		8
161 - 186		10
161 - 187		10
161 - 188		10
161 - 189		10
161 - 190		9
160 - 162		9
160 - 163		9
160 - 164		9
160 - 165		9
160 - 166		9
160 - 167		8
160 - 168		2
160 - 169		1
160 - 170		3
160 - 171		7
160 - 172		9
160 - 173		9
160 - 174		9
160 - 175		9
160 - 176		9
160 - 177		9
160 - 178		9
160 - 179		9
160 - 180		8
160 - 181		4
160 - 182		3
160 - 183		5
160 - 184		7
160 - 185		9
160 - 186		9
160 - 187		9
160 - 188		9
160 - 189		9
160 - 190		8
159 - 161		8
159 - 162		8
159 - 163		8
159 - 164		8
159 - 165		8
159 - 166		8
159 - 167		3
159 - 168		7
159 - 169		8
159 - 170		8
159 - 171		8
159 - 172		8
159 - 173		8
159 - 174		8
159 - 175		8
159 - 176		8
159 - 177		8
159 - 178		6
159 - 179		4
159 - 180		1
159 - 181		7
159 - 182		8
159 - 183		8
159 - 184		8
159 - 185		8
159 - 186		8
159 - 187		8
159 - 188		6
159 - 189		2
159 - 190		3
158 - 160		7
158 - 161		8
158 - 162		8
158 - 163		8
158 - 164		8
158 - 165		8
158 - 166		6
158 - 167		1
158 - 168		7
158 - 169		8
158 - 170		8
158 - 171		8
158 - 172		8
158 - 173		8
158 - 174		8
158 - 175		8
158 - 176		8
158 - 177		6
158 - 178		4
158 - 179		2
158 - 180		3
158 - 181		7
158 - 182		8
158 - 183		8
158 - 184		8
158 - 185		8
158 - 186		8
158 - 187		6
158 - 188		4
158 - 189		4
158 - 190		5
157 - 159		5
157 - 160		8
157 - 161		9
157 - 162		9
157 - 163		9
157 - 164		9
157 - 165		7
157 - 166		3
157 - 167		2
157 - 168		8
157 - 169		9
157 - 170		9
157 - 171		9
157 - 172		9
157 - 173		9
157 - 174		9
157 - 175		7
157 - 176		7
157 - 177		5
157 - 178		5
157 - 179		3
157 - 180		4
157 - 181		8
157 - 182		9
157 - 183		9
157 - 184		9
157 - 185		9
157 - 186		7
157 - 187		5
157 - 188		7
157 - 189		5
157 - 190		4
156 - 158		5
156 - 159		7
156 - 160		8
156 - 161		9
156 - 162		9
156 - 163		9
156 - 164		9
156 - 165		5
156 - 166		1
156 - 167		4
156 - 168		8
156 - 169		9
156 - 170		9
156 - 171		9
156 - 172		9
156 - 173		9
156 - 174		9
156 - 175		7
156 - 176		5
156 - 177		3
156 - 178		3
156 - 179		5
156 - 180		6
156 - 181		8
156 - 182		9
156 - 183		9
156 - 184		9
156 - 185		9
156 - 186		7
156 - 187		3
156 - 188		5
156 - 189		7
156 - 190		6
155 - 157		9
155 - 158		8
155 - 159		8
155 - 160		9
155 - 161		10
155 - 162		10
155 - 163		6
155 - 164		2
155 - 165		4
155 - 166		8
155 - 167		9
155 - 168		9
155 - 169		10
155 - 170		10
155 - 171		10
155 - 172		8
155 - 173		6
155 - 174		4
155 - 175		4
155 - 176		6
155 - 177		6
155 - 178		8
155 - 179		8
155 - 180		9
155 - 181		9
155 - 182		10
155 - 183		10
155 - 184		8
155 - 185		4
155 - 186		6
155 - 187		8
155 - 188		6
155 - 189		8
155 - 190		9
154 - 156		9
154 - 157		9
154 - 158		8
154 - 159		8
154 - 160		9
154 - 161		8
154 - 162		4
154 - 163		2
154 - 164		6
154 - 165		10
154 - 166		10
154 - 167		9
154 - 168		9
154 - 169		8
154 - 170		8
154 - 171		6
154 - 172		6
154 - 173		4
154 - 174		4
154 - 175		6
154 - 176		8
154 - 177		10
154 - 178		10
154 - 179		10
154 - 180		9
154 - 181		9
154 - 182		8
154 - 183		6
154 - 184		8
154 - 185		6
154 - 186		4
154 - 187		8
154 - 188		10
154 - 189		10
154 - 190		9
153 - 155		10
153 - 156		9
153 - 157		9
153 - 158		8
153 - 159		8
153 - 160		9
153 - 161		6
153 - 162		2
153 - 163		4
153 - 164		8
153 - 165		10
153 - 166		10
153 - 167		9
153 - 168		9
153 - 169		8
153 - 170		6
153 - 171		4
153 - 172		4
153 - 173		6
153 - 174		6
153 - 175		8
153 - 176		8
153 - 177		10
153 - 178		10
153 - 179		10
153 - 180		9
153 - 181		9
153 - 182		8
153 - 183		4
153 - 184		6
153 - 185		8
153 - 186		6
153 - 187		8
153 - 188		10
153 - 189		10
153 - 190		9
152 - 154		9
152 - 155		9
152 - 156		8
152 - 157		8
152 - 158		7
152 - 159		7
152 - 160		4
152 - 161		1
152 - 162		5
152 - 163		9
152 - 164		9
152 - 165		9
152 - 166		9
152 - 167		8
152 - 168		6
152 - 169		5
152 - 170		3
152 - 171		3
152 - 172		5
152 - 173		7
152 - 174		9
152 - 175		9
152 - 176		9
152 - 177		9
152 - 178		9
152 - 179		9
152 - 180		8
152 - 181		6
152 - 182		7
152 - 183		5
152 - 184		3
152 - 185		7
152 - 186		9
152 - 187		9
152 - 188		9
152 - 189		9
152 - 190		8
151 - 153		9
151 - 154		9
151 - 155		9
151 - 156		8
151 - 157		8
151 - 158		7
151 - 159		7
151 - 160		2
151 - 161		3
151 - 162		7
151 - 163		9
151 - 164		9
151 - 165		9
151 - 166		9
151 - 167		8
151 - 168		4
151 - 169		3
151 - 170		5
151 - 171		5
151 - 172		7
151 - 173		7
151 - 174		9
151 - 175		9
151 - 176		9
151 - 177		9
151 - 178		9
151 - 179		9
151 - 180		8
151 - 181		4
151 - 182		5
151 - 183		7
151 - 184		5
151 - 185		7
151 - 186		9
151 - 187		9
151 - 188		9
151 - 189		9
151 - 190		8
150 - 152		5
150 - 153		8
150 - 154		8
150 - 155		8
150 - 156		7
150 - 157		7
150 - 158		6
150 - 159		6
150 - 160		1
150 - 161		6
150 - 162		8
150 - 163		8
150 - 164		8
150 - 165		8
150 - 166		8
150 - 167		7
150 - 168		3
150 - 169		2
150 - 170		4
150 - 171		6
150 - 172		8
150 - 173		8
150 - 174		8
150 - 175		8
150 - 176		8
150 - 177		8
150 - 178		8
150 - 179		8
150 - 180		7
150 - 181		5
150 - 182		4
150 - 183		4
150 - 184		6
150 - 185		8
150 - 186		8
150 - 187		8
150 - 188		8
150 - 189		8
150 - 190		7
149 - 151		5
149 - 152		7
149 - 153		8
149 - 154		8
149 - 155		8
149 - 156		7
149 - 157		7
149 - 158		6
149 - 159		6
149 - 160		3
149 - 161		8
149 - 162		8
149 - 163		8
149 - 164		8
149 - 165		8
149 - 166		8
149 - 167		7
149 - 168		1
149 - 169		4
149 - 170		6
149 - 171		8
149 - 172		8
149 - 173		8
149 - 174		8
149 - 175		8
149 - 176		8
149 - 177		8
149 - 178		8
149 - 179		8
149 - 180		7
149 - 181		3
149 - 182		2
149 - 183		6
149 - 184		8
149 - 185		8
149 - 186		8
149 - 187		8
149 - 188		8
149 - 189		8
149 - 190		7
148 - 150		5
148 - 151		6
148 - 152		6
148 - 153		7
148 - 154		7
148 - 155		7
148 - 156		6
148 - 157		6
148 - 158		3
148 - 159		1
148 - 160		6
148 - 161		7
148 - 162		7
148 - 163		7
148 - 164		7
148 - 165		7
148 - 166		7
148 - 167		4
148 - 168		6
148 - 169		7
148 - 170		7
148 - 171		7
148 - 172		7
148 - 173		7
148 - 174		7
148 - 175		7
148 - 176		7
148 - 177		7
148 - 178		5
148 - 179		5
148 - 180		2
148 - 181		6
148 - 182		7
148 - 183		7
148 - 184		7
148 - 185		7
148 - 186		7
148 - 187		7
148 - 188		5
148 - 189		3
148 - 190		4
147 - 149		7
147 - 150		7
147 - 151		8
147 - 152		8
147 - 153		9
147 - 154		9
147 - 155		5
147 - 156		4
147 - 157		6
147 - 158		7
147 - 159		7
147 - 160		8
147 - 161		9
147 - 162		9
147 - 163		7
147 - 164		5
147 - 165		5
147 - 166		5
147 - 167		6
147 - 168		8
147 - 169		9
147 - 170		9
147 - 171		9
147 - 172		7
147 - 173		7
147 - 174		5
147 - 175		7
147 - 176		5
147 - 177		7
147 - 178		5
147 - 179		7
147 - 180		6
147 - 181		8
147 - 182		9
147 - 183		9
147 - 184		7
147 - 185		5
147 - 186		7
147 - 187		7
147 - 188		7
147 - 189		7
147 - 190		6
146 - 148		6
146 - 149		7
146 - 150		7
146 - 151		6
146 - 152		4
146 - 153		3
146 - 154		5
146 - 155		9
146 - 156		8
146 - 157		8
146 - 158		7
146 - 159		7
146 - 160		6
146 - 161		5
146 - 162		5
146 - 163		5
146 - 164		7
146 - 165		9
146 - 166		9
146 - 167		8
146 - 168		6
146 - 169		7
146 - 170		5
146 - 171		7
146 - 172		5
146 - 173		7
146 - 174		5
146 - 175		7
146 - 176		7
146 - 177		9
146 - 178		9
146 - 179		9
146 - 180		8
146 - 181		6
146 - 182		7
146 - 183		7
146 - 184		7
146 - 185		7
146 - 186		5
146 - 187		7
146 - 188		9
146 - 189		9
146 - 190		8
145 - 147		6
145 - 148		4
145 - 149		1
145 - 150		3
145 - 151		6
145 - 152		6
145 - 153		7
145 - 154		7
145 - 155		7
145 - 156		6
145 - 157		6
145 - 158		5
145 - 159		5
145 - 160		4
145 - 161		7
145 - 162		7
145 - 163		7
145 - 164		7
145 - 165		7
145 - 166		7
145 - 167		6
145 - 168		2
145 - 169		5
145 - 170		5
145 - 171		7
145 - 172		7
145 - 173		7
145 - 174		7
145 - 175		7
145 - 176		7
145 - 177		7
145 - 178		7
145 - 179		7
145 - 180		6
145 - 181		4
145 - 182		3
145 - 183		5
145 - 184		7
145 - 185		7
145 - 186		7
145 - 187		7
145 - 188		7
145 - 189		7
145 - 190		6
144 - 146		7
144 - 147		7
144 - 148		5
144 - 149		6
144 - 150		6
144 - 151		7
144 - 152		7
144 - 153		8
144 - 154		8
144 - 155		8
144 - 156		3
144 - 157		1
144 - 158		2
144 - 159		4
144 - 160		7
144 - 161		8
144 - 162		8
144 - 163		8
144 - 164		8
144 - 165		6
144 - 166		4
144 - 167		3
144 - 168		7
144 - 169		8
144 - 170		8
144 - 171		8
144 - 172		8
144 - 173		8
144 - 174		8
144 - 175		6
144 - 176		6
144 - 177		4
144 - 178		6
144 - 179		4
144 - 180		5
144 - 181		7
144 - 182		8
144 - 183		8
144 - 184		8
144 - 185		8
144 - 186		6
144 - 187		4
144 - 188		6
144 - 189		6
144 - 190		5
143 - 145		7
143 - 146		9
143 - 147		1
143 - 148		7
143 - 149		8
143 - 150		8
143 - 151		9
143 - 152		9
143 - 153		8
143 - 154		8
143 - 155		6
143 - 156		5
143 - 157		7
143 - 158		8
143 - 159		8
143 - 160		9
143 - 161		8
143 - 162		8
143 - 163		8
143 - 164		6
143 - 165		6
143 - 166		6
143 - 167		7
143 - 168		9
143 - 169		8
143 - 170		8
143 - 171		8
143 - 172		8
143 - 173		8
143 - 174		6
143 - 175		8
143 - 176		6
143 - 177		8
143 - 178		6
143 - 179		8
143 - 180		7
143 - 181		9
143 - 182		8
143 - 183		8
143 - 184		8
143 - 185		6
143 - 186		8
143 - 187		8
143 - 188		8
143 - 189		8
143 - 190		7
142 - 144		8
142 - 145		7
142 - 146		9
142 - 147		9
142 - 148		7
142 - 149		8
142 - 150		8
142 - 151		9
142 - 152		9
142 - 153		6
142 - 154		4
142 - 155		4
142 - 156		9
142 - 157		9
142 - 158		8
142 - 159		8
142 - 160		9
142 - 161		8
142 - 162		6
142 - 163		6
142 - 164		6
142 - 165		6
142 - 166		8
142 - 167		9
142 - 168		9
142 - 169		8
142 - 170		8
142 - 171		6
142 - 172		8
142 - 173		6
142 - 174		8
142 - 175		6
142 - 176		8
142 - 177		6
142 - 178		8
142 - 179		8
142 - 180		9
142 - 181		9
142 - 182		8
142 - 183		6
142 - 184		8
142 - 185		8
142 - 186		8
142 - 187		8
142 - 188		6
142 - 189		8
142 - 190		9
141 - 143		10
141 - 144		8
141 - 145		7
141 - 146		1
141 - 147		9
141 - 148		7
141 - 149		8
141 - 150		8
141 - 151		7
141 - 152		5
141 - 153		4
141 - 154		6
141 - 155		8
141 - 156		9
141 - 157		9
141 - 158		8
141 - 159		8
141 - 160		7
141 - 161		6
141 - 162		6
141 - 163		6
141 - 164		8
141 - 165		8
141 - 166		8
141 - 167		9
141 - 168		7
141 - 169		8
141 - 170		6
141 - 171		8
141 - 172		6
141 - 173		8
141 - 174		6
141 - 175		8
141 - 176		8
141 - 177		8
141 - 178		8
141 - 179		8
141 - 180		9
141 - 181		7
141 - 182		8
141 - 183		8
141 - 184		8
141 - 185		8
141 - 186		6
141 - 187		8
141 - 188		8
141 - 189		8
141 - 190		9
140 - 142		8
140 - 143		8
140 - 144		6
140 - 145		5
140 - 146		7
140 - 147		7
140 - 148		5
140 - 149		4
140 - 150		2
140 - 151		1
140 - 152		3
140 - 153		8
140 - 154		8
140 - 155		8
140 - 156		7
140 - 157		7
140 - 158		6
140 - 159		6
140 - 160		3
140 - 161		4
140 - 162		6
140 - 163		8
140 - 164		8
140 - 165		8
140 - 166		8
140 - 167		7
140 - 168		5
140 - 169		4
140 - 170		6
140 - 171		4
140 - 172		6
140 - 173		6
140 - 174		8
140 - 175		8
140 - 176		8
140 - 177		8
140 - 178		8
140 - 179		8
140 - 180		7
140 - 181		5
140 - 182		6
